SongID;F0525;F1152;ORIGINAL-TEXTURE-Musical Layers (Mean);F1166;F0133;F0136;F0507;ORIGINAL-TEXTURE-Musical Layers (Std);F0404;ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean);F0945;F1151;F1497;F0529;ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec);F0151;F1194;F0121;F0927;ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std);ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+);F0438;F1489;F0247;F0021;F0246;F1089;F0469;ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max);ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis);F0772;ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis);ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio;F0909;F1071;F0466;F1077;ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min);F0010;ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis);F0437;F0013;F0526;VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec);ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std);F0778;ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std);F0109;F1550;ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis);ORIGINAL-TEXTURE-Musical Layers (Max);F1065;ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage);F0946;F1475;F0113;F0753;F1053;F0407;F1059;F0110;ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec);F0770;F1441;ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up);F0958;F0911;F0406;F0917;ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness);ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean);F0155;F0891;ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec);F1537;ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std);F0116;F1483;F1096;F0776;ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min);F1419;F1090;F1486;F1469;ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+);F1455;ORIGINAL-VAT-Probability of Creaky Voice (Skewness);F0897;F0251;F1574;F0011;F0905;F0899;ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std);F0328;F1101;F0782;F0923;ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std);Quadrant
MT0000004637;0.37220841683366734;0.21261331379910267;0.92722;0.14188094756023487;0.17558275277725477;0.16436763550667713;0.25492525641411257;0.74902;0.1921622232263895;5904.5;0.46853922556132144;0.301045640808252;0.16869611681412292;0.42187515897644606;2.2281;0.3313132667426426;0.16706396710560556;0.21168306694727265;0.5168305378831695;13.1;0.62015;0.20390688846123428;0.1889521894548704;0.7346918215953843;0.15328538845175865;0.7646826387155811;0.5070229796023754;0.20344877870944222;6473.5;1.2087;0.339140421930726;2.1851;0.21622;0.5862748212867356;0.4823045354543916;0.2716904163174071;0.5932368411678797;4114.7;0.5789815478323181;2.1493;0.42418421833283887;0.5992631754225294;0.3245985179644218;1.5637;1.3199;0.31357275541795665;288.5;0.4443311582381729;0.3093727977448908;1.6419;4;0.5557497613509552;0.53436;0.7041778511941633;0.22349336057201225;0.32154101650347716;0.5483724879705633;0.7319973080086742;0.5230109535535366;0.7257570295602019;0.12272374374213584;0.26605;0.6367228449318604;0.15752756524352185;0.85714;0.5054452443108404;0.24758715541469833;0.8631312575640885;0.1751879370629371;0.90069;0.26256;0.7532370870941827;0.6727804000899078;1.164;0.20615977327074658;107.69;0.3285412414889198;0.2896848339561447;0.5405800359712231;0.7006379147208742;5269.1;0.277417003512027;0.5906390147289823;0.24028875625100823;-0.12932852873967304;0.37919;0.037983374867120924;0.52265;0.585578947368421;0.4204989981871959;0.23307988980716254;0.4823549944732096;0.21164343216179068;0.339257049506357;0.074137;0.662945457982796;0.43873677893631385;0.7227549695335131;0.10129386119119613;1044.4;Q3
MT0000011357;0.12393587174348698;0.6722369746360224;0.98409;0.36805021259364246;0.12400677838448503;0.09185126996595969;0.45204078563479416;0.70333;0.19047672842295527;6068.1;0.7069653580854509;0.42343742640478543;-0.023803651982695725;0.3091926540163809;0.71949;0.17919823020714623;0.04973403424764482;0.29831067629827657;0.6936186620397147;0.0;0.50725;0.19953075158832678;0.08310712689901698;0.253429801263852;0.2896227341678217;0.9588012644538724;0.3364919528358723;0.2605468465184105;6795.7;0.0;0.2343226742428822;0.0;0.0;0.8966799046862589;0.3701980030462007;0.33657446214026265;0.4275418244855796;0.0;0.22733787173056252;0.0;0.41733906852566;0.13985513279493797;0.2779167348465369;1.0625;0.0;0.3299814241486068;0.0;0.24562601957585645;0.32905802208127793;0.0;3;0.4413864501122659;0.56126;0.43323697432720765;0.6392870980240217;0.5203266096944954;0.6279365977922445;0.5454834367755926;0.3517491721151397;0.5527397260273973;-0.10034535378684442;0.20557;0.8258204983469075;-0.30958600124823743;1.0;0.40613875484534445;-0.1904203791185792;0.4335381858761769;-0.13061188811188812;0.0;0.17581;0.7882897783658618;0.9660448040758223;1.1991;0.5030998140111593;0.0;0.21224873123950225;0.35950081082986673;0.27429931055155876;0.846763116930684;5490.0;0.36465442979259166;0.2834703030027091;0.19605581545410553;-0.3940059764457725;0.0;-0.18348639841067912;-1.2054;0.9464511278195489;0.7181805171262284;-0.563801652892562;0.10065623363779161;-0.314287584265986;-0.31372256552311956;0.0;0.4119198411948199;0.41353236816442884;0.8181999800219758;-0.09465930665916604;0.0;Q2
MT0000011975;0.17223246492985972;0.9256707261239813;1.0521;0.2587365863535129;0.12691018640557333;0.11767478397486253;0.2468042229374079;0.72762;0.2403524627202892;6817.1;0.6725019443842358;0.8608638311902407;-0.05997924309216272;0.27115531362873274;0.43233;0.25238989072869883;0.17550616769895383;0.25771571582958874;0.6748923591028854;0.0;0.46877;0.12711886747686713;0.11281557193923146;0.3804286106786336;0.4233518492246244;0.9155228350386824;0.3735777605645925;0.1578490703609187;7608.7;0.0;0.22666989058816417;0.0;0.0;0.8986973788721208;0.40059654763919444;0.27728415758591785;0.4484273518481139;0.0;0.19957452525976352;0.0;0.3508009492732127;0.26217633835650656;0.21346922555459455;1.098;0.0;0.23838390092879255;0.0;0.28038336052202284;0.24048234280792422;0.0;3;0.48633314062142863;0.55772;0.45013421432996076;0.5922299320207108;0.48033076151264575;0.5200679309368808;0.5538585209003215;0.33239364863717413;0.5727108868060562;-0.06516210210692581;0.39907;0.8042496572857029;-0.3568572155058829;0.0;0.31281807873849643;-0.11113436584344914;0.3256998255347909;-0.07661713286713288;0.0;0.20152;0.8600491470157364;0.8907619689817937;1.297;0.6476839961030909;0.0;0.013228701981253048;0.2667418740745963;0.31731489808153474;0.8306778988493118;5709.9;0.2294413889072958;0.38167869419719086;0.27410335000268865;-0.4840042186676041;0.0;-0.22172071867974835;-0.77295;0.895593984962406;0.7813185764717108;-0.629862258953168;0.4992262493455117;-0.14438117677858497;-0.19713047801690461;0.0;0.4228849607713394;0.35682244392768736;0.8534861652182599;-0.033647774418114056;0.0;Q2
MT0000040632;0.37380360721442885;0.5892088636571743;2.6838;0.12150030370520348;0.2448540764451139;0.20781880073317624;0.1133154871116191;1.1579;0.19275643922277452;4703.1;0.5001083755147837;0.6422448306721303;0.099314611013492;0.4050414610571298;0.2993;0.40659650063685726;0.376286889085515;0.39227575223252376;0.49959514170040487;14.471;0.18579;0.1728336804365592;0.3608830428954424;0.3189303049729829;0.4124060109349252;0.9402919890192163;0.49204750839142786;0.16530076558512577;5913.3;1.0;0.3448648975397449;1.0;0.045455;0.72;0.49381240480622784;0.3620452640402347;0.5884161907362772;5112.1;0.30963364385524905;1.0;0.38384010679323644;0.4010282241278828;0.27247013721685875;1.5305;0.83269;0.3248792569659443;65.829;0.38322457857531267;0.40725080259963986;1.0;6;0.5672721405810935;0.14015;0.650251221694542;0.307305131907999;0.19773033941113377;0.3851401075573167;0.681335526807747;0.46081344994480766;0.7464311463590484;0.08729687039862928;2.7602;0.675227804209338;-0.13698019000947734;0.5;0.4577696912164122;-0.012006816958679663;0.46348018798233337;0.05666520979020979;0.0;0.44664;0.7457350786824819;0.8205739117404661;1.3302;0.23283588698963775;50.788;0.17161046795138074;0.2183600084608334;0.5665842326139089;0.721530384885389;3114.0;0.31079782651911736;0.5969676964053999;0.5426681722858526;-0.33889963086658464;1.0;-0.03152850147256156;-1.5677;0.7988421052631578;0.7529338803549279;-0.46639118457300277;0.6062249112804701;-0.0662281562929511;-0.07177356346331416;0.038622;0.6177521504868134;0.46025054384517294;0.8082858855259215;0.011229871317066311;937.15;Q1
MT0000044741;0.28471342685370743;0.5524677227360132;1.8191;0.2402105689410812;0.1437431745434005;0.1301125949201362;0.2804162781604355;0.89834;0.23718933574333484;4951.0;0.5090589180298607;0.5928594979040083;0.1558412199307418;0.36312255176273084;0.76489;0.2876516725883221;0.17407484515692498;0.2689266822137535;0.48712807660176083;10.487;0.33045;0.1581999841826378;0.21602714477211793;0.7710046707573953;0.19343467964597907;0.7316363031361783;0.5;0.18883703973751367;5664.4;1.4386;0.34858248201656294;1.4909;0.2;0.5819380460683082;0.5188483668979523;0.33345627270187206;0.56595148478408;4672.5;0.32745879613041917;1.8644;0.3969371106496588;0.34915910415452506;0.23553612753921319;0.86505;0.94817;0.26707739938080494;263.23;0.3152800435019032;0.411150262313053;1.4059;5;0.6444196458582626;0.3639;0.6238557368022575;0.3399985911028143;0.3525758571774556;0.5506085479762242;0.7000112166305242;0.35883077184342366;0.7454217736121125;0.019789307418413515;1.297;0.6334972986049513;0.09009962784031807;0.14286;0.4091712153574348;0.2226574179274054;0.5395690237807083;0.1983304195804196;0.47151;0.46367;0.7743017815793205;0.7394021128343448;1.9954;0.10451244353910193;227.07;0.2746663295345771;0.26877247408869775;0.5205523081534772;0.7201568842902054;4126.1;0.25407527665495994;0.5790516083502175;0.4201215249771469;-0.11685533485674107;0.33462;-0.09152187930223236;-0.36956;0.6792781954887218;0.4850920713672359;-0.2025564738292011;0.4276223165978242;0.033455069049021534;-0.028047446551601678;0.09964;0.7331789394082616;0.42790488335458704;0.8354310258715413;0.16252724843541244;1162.1;Q3
MT0000054705;0.5340841683366734;0.08311967768519367;2.6127;0.02446851589390565;0.3839578233854265;0.3403665881120712;0.08914037356753993;1.1185;0.15712607320379574;3971.5;0.5904935548443855;0.09874004992699355;0.3216909686899514;0.5629038001729664;0.33256;0.5056914929275323;0.47329412377036384;0.3129969853819464;0.48045755414176466;8.6786;0.0;0.23733951967943479;0.5193951072386059;0.49156516164483927;0.22992808267763798;0.7534730887613343;0.45127807900852057;0.32498724024790376;4799.0;1.9163;0.47820226077495015;1.7213;0.10448;0.6406036536934075;0.5651548485361314;0.5264654931545124;0.6185393191721779;5508.1;0.41264331780723756;1.6717;0.449110056363097;0.5204395970360504;0.37455293485121205;1.6303;0.60544;0.49190712074303405;736.38;0.33862493202827626;0.45739566204682486;2.0562;6;0.5832717103405621;0.14189;0.6039644848234564;0.23321475115353454;0.07296474414420648;0.3680724596660062;0.7329507216032305;0.6173473719962639;0.7347512617159336;0.39940567022729095;3.4254;0.5615071365212483;0.07018792908162086;0.6;0.31186878675210294;0.016974227112360223;0.5866117598981501;0.0446722027972028;0.52215;0.22567;0.5913354756391476;0.690087660148348;1.9954;0.08878752989106367;46.722;0.3324604020300168;0.16172883028978355;0.6392760791366906;0.5267527393706316;3352.1;0.2936518454708104;0.6419969494843719;0.7207614131311503;-0.03955352434522763;1.0;0.10489343533799209;0.051048;0.6565864661654135;0.5432687720637344;-0.3088429752066116;0.6239455465704811;0.02752274363505465;0.11088145464876767;0.042933;0.6421022780981188;0.3401020178531243;0.6324043552092699;0.05576260459883271;497.41;Q4
MT0000082187;0.26522645290581165;0.624416262247047;2.3647;0.3624215428224337;0.17116927132366785;0.13666404818015188;0.39335879929016154;1.1188;0.35126525079078175;5022.0;0.4691894786500236;0.6594837737270971;0.06368568698171954;0.32941954520018313;0.53209;0.27925856405443455;0.14062874095664393;0.43484443433251807;0.4887089518668466;3.6059;0.36531;0.13944586507790052;0.1587354781054513;0.3840369997252496;0.29196905045125665;0.8881748606605108;0.49186676994577844;0.20964637258476124;5612.1;1.5;0.29177295532853775;1.5;0.056604;0.7100397140587769;0.5027711964799458;0.3639228834870076;0.6155946854110019;4707.8;0.2850904693658187;1.5;0.3470112726194008;0.2569311464490884;0.22472007293298116;1.3974;1.0094;0.2665077399380805;304.94;0.34764138118542687;0.29513742071881605;1.5;5;0.5623243744706025;0.19865;0.5751944387087894;0.3685675037864112;0.36442583814828905;0.5240871780356637;0.6587153219172961;0.35773117092638196;0.6730353280461427;0.03504671646186384;1.5963;0.662265139908072;-0.20507385404868125;0.30769;0.4777048229306753;0.0361998445255038;0.44586077361960297;0.060480769230769234;-0.66547;0.37574;0.8260951750862435;0.690971753952199;1.5298;0.5387919581967939;77.424;0.1471888601925265;0.21311429175773816;0.5019859112709831;0.7741812410340935;4381.8;0.31329931747399115;0.5087759236915793;0.27041996020863585;-0.2838108630690807;0.71875;-0.11535472178171235;-0.5528;0.7395939849624059;0.6985736093884172;-0.6863911845730027;0.33556344173599395;-0.061076641141435954;-0.056679451665601246;0.10126;0.85413555156442;0.6068712024604306;0.9055538907202078;0.13352084944799944;564.52;Q1
MT0000088320;0.2919839679358718;0.7157311601501694;1.7166;0.2797327394209354;0.15218602899642253;0.13168368682901282;0.32270580804283094;0.96231;0.29349299593312245;5000.0;0.6690849281534087;0.714992228345344;0.06308764141927926;0.3594648216920181;0.39907;0.2470872159281357;0.17328371415187632;0.3376599738353905;0.630383651436283;6.5244;0.29844;0.18441989824163657;0.12789181188561216;0.19433098269072258;0.29196905045125665;0.9717577572581316;0.3536879249505121;0.24101348888078747;6583.5;1.0;0.2720727800278063;1.0;0.060606;0.7986020651310564;0.4030821628025047;0.404112880692931;0.4467888056422982;4710.4;0.2059633643855249;1.0;0.3352417680213587;0.19239447173424362;0.25912246663082356;0.63215;0.47582;0.24323839009287923;428.78;0.3179309407286569;0.3186907838070629;1.0;6;0.4573860198717345;0.34189;0.4625232294032624;0.4210489239547744;0.44059440196519395;0.5105859043305973;0.5907238465564945;0.3754988536978857;0.5727289113193944;0.11521698391026156;1.3967;0.7638093702120797;-0.3146945285592103;1.0;0.348311051340875;-0.01840160258326855;0.3380066956918096;0.022513548951048953;0.0;0.33524;0.8591867114030528;0.8768861916535551;1.6961;0.5046940040740412;0.0;0.31001101699506944;0.2546005781569485;0.27579811151079137;0.8032841925342613;4111.4;0.2748989463918892;0.30427755139208235;0.264515782115395;-0.4275092283353841;0.4058;-0.09065925448303505;-0.80544;0.8344962406015037;0.8928775880164106;-0.8416528925619835;0.20992495200418873;-0.13553897506381307;-0.09113573407202218;0.0;0.5645335097835333;0.3702422924011702;0.8364299270802118;-0.04124885732367625;0.0;Q3
MT0000092267;0.19542284569138277;0.5846076366633093;1.1855;0.2909900789633529;0.39062323479570704;0.374815396700707;0.5851204619965712;0.84417;0.7519882512426571;6136.6;0.4746592546314595;0.5904102491639583;0.1522138989076934;0.39608790761560764;1.3302;0.7834014882348999;0.17646905740904595;0.697798760025027;0.5299659404922562;20.14;0.57317;0.19868715893812777;0.35831378462913316;0.5537228683945417;0.24451889603090593;0.8448132434905583;0.4997934417764007;0.28626321545752825;6906.2;1.8343;0.4662394970682464;2.2194;0.097561;0.683320095313741;0.4680677779658149;0.3462922604079352;0.5565476543854857;5028.3;0.6170055535650304;1.605;0.4683699199050727;0.6740696028640414;0.41405829963299756;1.8965;0.63505;0.46140557275541794;294.61;0.6878058727569332;0.4365672226137343;1.905;5;0.620406846202455;0.49305;0.6960905774657582;0.3250044028037054;0.05417603708957547;0.5153976790263233;0.6457040305092351;0.6648127706546659;0.7255587599134824;-0.08020239338205767;0.53209;0.5995282638496895;-0.08571923903747024;0.53333;0.4996703847269467;0.08724511152305209;0.9273690332112601;0.1681381118881119;-0.46733;0.36997;0.4246727470346392;0.7058065482880048;2.1284;0.12562217695509698;98.62;0.33088912568404705;0.3748431220475217;0.5189973021582733;0.6701462015077985;5140.7;0.6179013981843483;0.6160448016026591;0.8450018820239824;-0.0023933907540868342;0.57993;-0.1059216144154192;-0.42468;0.6498496240601503;0.48277836084343095;-0.18488154269972454;0.44232939670719645;0.09162248838274756;0.1041551246537396;0.06715;0.6773608091502031;0.49876228339959494;0.7724003596044351;0.140672245271078;1630.8;Q4
MT0000133200;0.1427815631262525;0.8325931691237067;1.3137;0.3265843288115003;0.11298813782715118;0.11470018329405604;0.322841158600776;0.92081;0.23025305015815636;5674.5;0.6952225523071236;0.8360887381658895;-0.06389531119948211;0.2235895609706466;0.46558;0.2651337400281558;0.15294852443657939;0.3048802684716455;0.6552663710558447;5.8261;0.3128;0.14708565101626553;0.1041317582663092;0.2072534114845682;0.3576659063874369;0.9463438981781882;0.3450985454858421;0.14180823915421073;6999.5;1.5;0.2171976062382881;1.5;0.12;0.8513264495631454;0.40711203249280764;0.4032187761944677;0.44574393559801;4999.5;0.1522415800788248;1.5;0.36446158409967366;0.10319498792773292;0.20859066364337642;1.0647;0.16823;0.23862538699690403;289.71;0.2730356171832518;0.39505128807454387;1.5;4;0.4990924613791898;0.37375;0.4165118039782504;0.45799725265048785;0.4062554060132166;0.5682422870082083;0.5828161220369401;0.2855608389233252;0.619844989185292;-0.025389125371456107;0.89791;0.869405693089267;-0.4349645176949215;0.0;0.29981805236927456;-0.12021168450636847;0.32290209515426804;-0.04344536713286714;0.61842;0.37587;0.7295614573980437;0.9070652581104368;1.5298;0.18241962625099634;436.99;0.12851415051743756;0.1861665374039343;0.23555530575539568;0.8787046363275647;4371.4;0.2650255118945067;0.30414096114007333;0.2801527128031403;-0.3283705396378977;0.52802;-0.32664726486938644;-1.7648;0.8829022556390977;0.8773971949241485;-0.6689807162534435;0.10072371865728083;-0.1531055697362393;-0.16003977555224094;0.098514;0.5202382077701105;0.3440852149126097;0.8899086005394066;-0.06374024330215879;1930.3;Q2
